Car_Number,Arrive,Depart,Wait,Direction
4412,40054,40056,2,E
4413,40054,40060,6,W
4414,40055,40064,9,S
4415,40066,40068,2,N
4416,40069,40072,3,W
4417,40072,40076,4,E
4418,40084,40084,0,W
4419,40085,40088,3,S
4420,40090,40092,2,E
4421,40094,40096,2,N
4422,40099,40100,1,W
4423,40108,40108,0,E
4424,40114,40116,2,W
4425,40115,40120,5,S
4426,40122,40124,2,N
4427,40126,40128,2,E
4428,40129,40132,3,W
4429,40144,40144,0,E
4430,40144,40148,4,W
4431,40145,40152,7,S
4432,40150,40156,6,N
4433,40159,40160,1,W
4434,40162,40164,2,E
4435,40174,40176,2,W
4436,40175,40180,5,S
4437,40178,40184,6,N
4438,40180,40188,8,E
4439,40189,40192,3,W
4440,40198,40200,2,E
4441,40204,40204,0,W
4442,40205,40208,3,S
4443,40206,40212,6,N
4444,40216,40216,0,E
4445,40219,40220,1,W
4446,40234,40236,2,N
4447,40234,40240,6,E
4448,40234,40244,10,W
4449,40235,40248,13,S
4450,40249,40252,3,W
4451,40252,40256,4,E
4452,40262,40264,2,N
4453,40264,40268,4,W
4454,40265,40272,7,S
4455,40270,40276,6,E
4456,40279,40280,1,W
4457,40288,40288,0,E
4458,40290,40292,2,N
4459,40294,40296,2,W
4460,40295,40300,5,S
4461,40306,40308,2,E
4462,40309,40312,3,W
4463,40318,40320,2,N
4464,40324,40324,0,E
4465,40324,40328,4,W
4466,40325,40332,7,S
4467,40339,40340,1,W
4468,40342,40344,2,E
4469,40346,40348,2,N
4470,40354,40356,2,W
4471,40355,40360,5,S
4472,40360,40364,4,E
4473,40369,40372,3,W
4474,40374,40376,2,N
4475,40378,40380,2,E
4476,40384,40384,0,W
4477,40385,40388,3,S
4478,40396,40396,0,E
4479,40399,40400,1,W
4480,40402,40404,2,N
4481,40414,40416,2,E
4482,40414,40420,6,W
4483,40415,40424,9,S
4484,40429,40432,3,W
4485,40430,40436,6,N
4486,40432,40440,8,E
4487,40444,40444,0,W
4488,40445,40448,3,S
4489,40450,40452,2,E
4490,40458,40460,2,N
4491,40459,40464,5,W
4492,40468,40468,0,E
4493,40474,40476,2,W
4494,40475,40480,5,S
4495,40486,40488,2,N
4496,40486,40492,6,E
4497,40489,40496,7,W
4498,40504,40504,0,E
4499,40504,40508,4,W
4500,40505,40512,7,S
4501,40514,40516,2,N
4502,40519,40520,1,W
4503,40522,40524,2,E
4504,40534,40536,2,W
4505,40535,40540,5,S
4506,40540,40544,4,E
4507,40542,40548,6,N
4508,40549,40552,3,W
4509,40558,40560,2,E
4510,40564,40564,0,W
4511,40565,40568,3,S
4512,40570,40572,2,N
4513,40576,40576,0,E
4514,40579,40580,1,W
4515,40594,40596,2,E
4516,40594,40600,6,W
4517,40595,40604,9,S
4518,40598,40608,10,N
4519,40609,40612,3,W
4520,40612,40616,4,E
4521,40624,40624,0,W
4522,40625,40628,3,S
4523,40626,40632,6,N
4524,40630,40636,6,E
4525,40639,40640,1,W
4526,40648,40648,0,E
4527,40654,40656,2,N
4528,40654,40660,6,W
4529,40655,40664,9,S
4530,40666,40668,2,E
4531,40669,40672,3,W
4532,40682,40684,2,N
4533,40684,40688,4,E
4534,40684,40692,8,W
4535,40685,40696,11,S
4536,40699,40700,1,W
4537,40702,40704,2,E
4538,40710,40712,2,N
4539,40714,40716,2,W
4540,40715,40720,5,S
4541,40720,40724,4,E
4542,40729,40732,3,W
4543,40738,40740,2,N
4544,40738,40744,6,E
4545,40744,40748,4,W
4546,40745,40752,7,S
4547,40756,40756,0,E
4548,40759,40760,1,W
4549,40766,40768,2,N
4550,40774,40776,2,E
4551,40774,40780,6,W
4552,40775,40784,9,S
4553,40789,40792,3,W
4554,40792,40796,4,E
4555,40794,40800,6,N
4556,40804,40804,0,W
4557,40805,40808,3,S
4558,40810,40812,2,E
4559,40819,40820,1,W
4560,40822,40824,2,N
4561,40828,40828,0,E
4562,40834,40836,2,W
4563,40835,40840,5,S
4564,40846,40848,2,E
4565,40849,40852,3,W
4566,40850,40856,6,N
4567,40864,40864,0,E
4568,40864,40868,4,W
4569,40865,40872,7,S
4570,40878,40880,2,N
4571,40879,40884,5,W
4572,40882,40888,6,E
4573,40894,40896,2,W
4574,40895,40900,5,S
4575,40900,40904,4,E
4576,40906,40908,2,N
4577,40909,40912,3,W
4578,40918,40920,2,E
4579,40924,40924,0,W
4580,40925,40928,3,S
4581,40934,40936,2,N
4582,40936,40940,4,E
4583,40939,40944,5,W
4584,40954,40956,2,E
4585,40954,40960,6,W
4586,40955,40964,9,S
4587,40962,40968,6,N
4588,40969,40972,3,W
4589,40972,40976,4,E
4590,40984,40984,0,W
4591,40985,40988,3,S
4592,40990,40992,2,N
4593,40990,40996,6,E
4594,40999,41000,1,W
4595,41008,41008,0,E
4596,41014,41016,2,W
4597,41015,41020,5,S
4598,41018,41024,6,N
4599,41026,41028,2,E
4600,41029,41032,3,W
4601,41044,41044,0,E
4602,41044,41048,4,W
4603,41045,41052,7,S
4604,41046,41056,10,N
4605,41059,41060,1,W
4606,41062,41064,2,E
4607,41074,41076,2,N
4608,41074,41080,6,W
4609,41075,41084,9,S
4610,41080,41088,8,E
4611,41089,41092,3,W
4612,41098,41100,2,E
4613,41102,41104,2,N
4614,41104,41108,4,W
4615,41105,41112,7,S
4616,41116,41116,0,E
4617,41119,41120,1,W
4618,41130,41132,2,N
4619,41134,41136,2,E
4620,41134,41140,6,W
4621,41135,41144,9,S
4622,41149,41152,3,W
4623,41152,41156,4,E
4624,41158,41160,2,N
4625,41164,41164,0,W
4626,41165,41168,3,S
4627,41170,41172,2,E
4628,41179,41180,1,W
4629,41186,41188,2,N
4630,41188,41192,4,E
4631,41194,41196,2,W
4632,41195,41200,5,S
4633,41206,41208,2,E
4634,41209,41212,3,W
4635,41214,41216,2,N
4636,41224,41224,0,E
4637,41224,41228,4,W
4638,41225,41232,7,S
4639,41239,41240,1,W
4640,41242,41244,2,N
4641,41242,41248,6,E
4642,41254,41256,2,W
4643,41255,41260,5,S
4644,41260,41264,4,E
4645,41269,41272,3,W
4646,41270,41276,6,N
4647,41278,41280,2,E
4648,41284,41284,0,W
4649,41285,41288,3,S
4650,41296,41296,0,E
4651,41298,41300,2,N
4652,41299,41304,5,W
4653,41314,41316,2,E
4654,41314,41320,6,W
4655,41315,41324,9,S
4656,41326,41328,2,N
4657,41329,41332,3,W
4658,41332,41336,4,E
4659,41344,41344,0,W
4660,41345,41348,3,S
4661,41350,41352,2,E
4662,41354,41356,2,N
4663,41359,41360,1,W
4664,41368,41368,0,E
4665,41374,41376,2,W
4666,41375,41380,5,S
4667,41382,41384,2,N
4668,41386,41388,2,E
4669,41389,41392,3,W
4670,41404,41404,0,E
4671,41404,41408,4,W
4672,41405,41412,7,S
4673,41410,41416,6,N
4674,41419,41420,1,W
4675,41422,41424,2,E
4676,41434,41436,2,W
4677,41435,41440,5,S
4678,41438,41444,6,N
4679,41440,41448,8,E
4680,41449,41452,3,W
4681,41458,41460,2,E
4682,41464,41464,0,W
4683,41465,41468,3,S
4684,41466,41472,6,N
4685,41476,41476,0,E
4686,41479,41480,1,W
4687,41494,41496,2,N
4688,41494,41500,6,E
4689,41494,41504,10,W
4690,41495,41508,13,S
4691,41509,41512,3,W
4692,41512,41516,4,E
4693,41522,41524,2,N
4694,41524,41528,4,W
4695,41525,41532,7,S
4696,41530,41536,6,E
4697,41539,41540,1,W
4698,41548,41548,0,E
4699,41550,41552,2,N
4700,41554,41556,2,W
4701,41555,41560,5,S
4702,41566,41568,2,E
4703,41569,41572,3,W
4704,41578,41580,2,N
4705,41584,41584,0,E
4706,41584,41588,4,W
4707,41585,41592,7,S
4708,41599,41600,1,W
4709,41602,41604,2,E
4710,41606,41608,2,N
4711,41614,41616,2,W
4712,41615,41620,5,S
4713,41620,41624,4,E
4714,41629,41632,3,W
4715,41634,41636,2,N
4716,41638,41640,2,E
4717,41644,41644,0,W
4718,41645,41648,3,S
4719,41656,41656,0,E
4720,41659,41660,1,W
4721,41662,41664,2,N
4722,41674,41676,2,E
4723,41674,41680,6,W
4724,41675,41684,9,S
4725,41689,41692,3,W
4726,41690,41696,6,N
4727,41692,41700,8,E
4728,41704,41704,0,W
4729,41705,41708,3,S
4730,41710,41712,2,E
4731,41718,41720,2,N
4732,41719,41724,5,W
4733,41728,41728,0,E
4734,41734,41736,2,W
4735,41735,41740,5,S
4736,41746,41748,2,N
4737,41746,41752,6,E
4738,41749,41756,7,W
4739,41764,41764,0,E
4740,41764,41768,4,W
4741,41765,41772,7,S
4742,41774,41776,2,N
4743,41779,41780,1,W
4744,41782,41784,2,E
4745,41794,41796,2,W
4746,41795,41800,5,S
4747,41800,41804,4,E
4748,41802,41808,6,N
4749,41809,41812,3,W
4750,41818,41820,2,E
4751,41824,41824,0,W
4752,41825,41828,3,S
4753,41830,41832,2,N
4754,41836,41836,0,E
4755,41839,41840,1,W
4756,41854,41856,2,E
4757,41854,41860,6,W
4758,41855,41864,9,S
4759,41858,41868,10,N
4760,41869,41872,3,W
4761,41872,41876,4,E
4762,41884,41884,0,W
4763,41885,41888,3,S
4764,41886,41892,6,N
4765,41890,41896,6,E
4766,41899,41900,1,W
4767,41908,41908,0,E
4768,41914,41916,2,N
4769,41914,41920,6,W
4770,41915,41924,9,S
4771,41926,41928,2,E
4772,41929,41932,3,W
4773,41942,41944,2,N
4774,41944,41948,4,E
4775,41944,41952,8,W
4776,41945,41956,11,S
4777,41959,41960,1,W
4778,41962,41964,2,E
4779,41970,41972,2,N
4780,41974,41976,2,W
4781,41975,41980,5,S
4782,41980,41984,4,E
4783,41989,41992,3,W
4784,41998,42000,2,N
4785,41998,42004,6,E
4786,42004,42008,4,W
4787,42005,42012,7,S
4788,42016,42016,0,E
4789,42019,42020,1,W
4790,42026,42028,2,N
4791,42034,42036,2,E
4792,42034,42040,6,W
4793,42035,42044,9,S
4794,42049,42052,3,W
4795,42052,42056,4,E
4796,42054,42060,6,N
4797,42064,42064,0,W
4798,42065,42068,3,S
4799,42070,42072,2,E
4800,42079,42080,1,W
4801,42082,42084,2,N
4802,42088,42088,0,E
4803,42094,42096,2,W
4804,42095,42100,5,S
4805,42106,42108,2,E
4806,42109,42112,3,W
4807,42110,42116,6,N
4808,42124,42124,0,E
4809,42124,42128,4,W
4810,42125,42132,7,S
4811,42138,42140,2,N
4812,42139,42144,5,W
4813,42142,42148,6,E
4814,42154,42156,2,W
4815,42155,42160,5,S
4816,42160,42164,4,E
4817,42166,42168,2,N
4818,42169,42172,3,W
4819,42178,42180,2,E
4820,42184,42184,0,W
4821,42185,42188,3,S
4822,42194,42196,2,N
4823,42196,42200,4,E
4824,42199,42204,5,W
4825,42214,42216,2,E
4826,42214,42220,6,W
4827,42215,42224,9,S
4828,42222,42228,6,N
4829,42229,42232,3,W
4830,42232,42236,4,E
4831,42244,42244,0,W
4832,42245,42248,3,S
4833,42250,42252,2,N
4834,42250,42256,6,E
4835,42259,42260,1,W
4836,42268,42268,0,E
4837,42274,42276,2,W
4838,42275,42280,5,S
4839,42278,42284,6,N
4840,42286,42288,2,E
4841,42289,42292,3,W
4842,42304,42304,0,E
4843,42304,42308,4,W
4844,42305,42312,7,S
4845,42306,42316,10,N
4846,42319,42320,1,W
4847,42322,42324,2,E
4848,42334,42336,2,N
4849,42334,42340,6,W
4850,42335,42344,9,S
4851,42340,42348,8,E
4852,42349,42352,3,W
4853,42358,42360,2,E
4854,42362,42364,2,N
4855,42364,42368,4,W
4856,42365,42372,7,S
4857,42376,42376,0,E
4858,42379,42380,1,W
4859,42390,42392,2,N
4860,42394,42396,2,E
4861,42394,42400,6,W
4862,42395,42404,9,S
4863,42409,42412,3,W
4864,42412,42416,4,E
4865,42418,42420,2,N
4866,42424,42424,0,W
4867,42425,42428,3,S
4868,42430,42432,2,E
4869,42439,42440,1,W
4870,42446,42448,2,N
4871,42448,42452,4,E
4872,42454,42456,2,W
4873,42455,42460,5,S
4874,42466,42468,2,E
4875,42469,42472,3,W
4876,42474,42476,2,N
4877,42484,42484,0,E
4878,42484,42488,4,W
4879,42485,42492,7,S
4880,42499,42500,1,W
4881,42502,42504,2,N
4882,42502,42508,6,E
4883,42514,42516,2,W
4884,42515,42520,5,S
4885,42520,42524,4,E
4886,42529,42532,3,W
4887,42530,42536,6,N
4888,42538,42540,2,E
4889,42544,42544,0,W
4890,42545,42548,3,S
4891,42556,42556,0,E
4892,42558,42560,2,N
4893,42559,42564,5,W
4894,42574,42576,2,E
4895,42574,42580,6,W
4896,42575,42584,9,S
4897,42586,42588,2,N
4898,42589,42592,3,W
4899,42592,42596,4,E
4900,42604,42604,0,W
4901,42605,42608,3,S
4902,42610,42612,2,E
4903,42614,42616,2,N
4904,42619,42620,1,W
4905,42628,42628,0,E
4906,42634,42636,2,W
4907,42635,42640,5,S
4908,42642,42644,2,N
4909,42646,42648,2,E
4910,42649,42652,3,W
4911,42664,42664,0,E
4912,42664,42668,4,W
4913,42665,42672,7,S
4914,42670,42676,6,N
4915,42679,42680,1,W
4916,42682,42684,2,E
4917,42694,42696,2,W
4918,42695,42700,5,S
4919,42698,42704,6,N
4920,42700,42708,8,E
4921,42709,42712,3,W
4922,42718,42720,2,E
4923,42724,42724,0,W
4924,42725,42728,3,S
4925,42726,42732,6,N
4926,42736,42736,0,E
4927,42739,42740,1,W
4928,42754,42756,2,N
4929,42754,42760,6,E
4930,42754,42764,10,W
4931,42755,42768,13,S
4932,42769,42772,3,W
4933,42772,42776,4,E
4934,42782,42784,2,N
4935,42784,42788,4,W
4936,42785,42792,7,S
4937,42790,42796,6,E
4938,42799,42800,1,W
4939,42808,42808,0,E
4940,42810,42812,2,N
4941,42814,42816,2,W
4942,42815,42820,5,S
4943,42826,42828,2,E
4944,42829,42832,3,W
4945,42838,42840,2,N
4946,42844,42844,0,E
4947,42844,42848,4,W
4948,42845,42852,7,S
4949,42859,42860,1,W
4950,42862,42864,2,E
4951,42866,42868,2,N
4952,42874,42876,2,W
4953,42875,42880,5,S
4954,42880,42884,4,E
4955,42889,42892,3,W
4956,42894,42896,2,N
4957,42898,42900,2,E
4958,42904,42904,0,W
4959,42905,42908,3,S
4960,42916,42916,0,E
4961,42919,42920,1,W
4962,42922,42924,2,N
4963,42934,42936,2,E
4964,42934,42940,6,W
4965,42935,42944,9,S
4966,42949,42952,3,W
4967,42950,42956,6,N
4968,42952,42960,8,E
4969,42964,42964,0,W
4970,42965,42968,3,S
4971,42970,42972,2,E
4972,42978,42980,2,N
4973,42979,42984,5,W
4974,42988,42988,0,E
4975,42994,42996,2,W
4976,42995,43000,5,S
4977,43006,43008,2,N
4978,43006,43012,6,E
4979,43009,43016,7,W
4980,43024,43024,0,E
4981,43024,43028,4,W
4982,43025,43032,7,S
4983,43034,43036,2,N
4984,43039,43040,1,W
4985,43042,43044,2,E
4986,43054,43056,2,W
4987,43055,43060,5,S
4988,43060,43064,4,E
4989,43062,43068,6,N
4990,43069,43072,3,W
4991,43078,43080,2,E
4992,43084,43084,0,W
4993,43085,43088,3,S
4994,43090,43092,2,N
4995,43096,43096,0,E
4996,43099,43100,1,W
4997,43114,43116,2,E
4998,43114,43120,6,W
4999,43115,43124,9,S
5000,43118,43128,10,N
5001,43129,43132,3,W
5002,43132,43136,4,E
5003,43144,43144,0,W
5004,43145,43148,3,S
5005,43146,43152,6,N
5006,43150,43156,6,E
5007,43159,43160,1,W
5008,43168,43168,0,E
5009,43174,43176,2,N
5010,43174,43180,6,W
5011,43175,43184,9,S
5012,43186,43188,2,E
5013,43189,43192,3,W
5014,43202,43204,2,N
5015,43204,43208,4,E
5016,43204,43212,8,W
5017,43205,43216,11,S
5018,43218,43220,2,W
5019,43222,43224,2,E
5020,43228,43228,0,N
5021,43232,43232,0,W
5022,43234,43236,2,S
5023,43240,43240,0,E
5024,43246,43248,2,W
5025,43254,43256,2,N
5026,43258,43260,2,E
5027,43260,43264,4,W
5028,43263,43268,5,S
5029,43274,43276,2,W
5030,43276,43280,4,E
5031,43280,43284,4,N
5032,43288,43288,0,W
5033,43292,43292,0,S
5034,43294,43296,2,E
5035,43302,43304,2,W
5036,43306,43308,2,N
5037,43312,43312,0,E
5038,43316,43316,0,W
5039,43321,43324,3,S
5040,43330,43332,2,E
5041,43330,43336,6,W
5042,43332,43340,8,N
5043,43344,43344,0,W
5044,43348,43348,0,E
5045,43350,43352,2,S
5046,43358,43360,2,N
5047,43358,43364,6,W
5048,43366,43368,2,E
5049,43372,43372,0,W
5050,43379,43380,1,S
5051,43384,43384,0,N
5052,43384,43388,4,E
5053,43386,43392,6,W
5054,43400,43400,0,W
5055,43402,43404,2,E
5056,43408,43408,0,S
5057,43410,43412,2,N
5058,43414,43416,2,W
5059,43420,43420,0,E
5060,43428,43428,0,W
5061,43436,43436,0,N
5062,43437,43440,3,S
5063,43438,43444,6,E
5064,43442,43448,6,W
5065,43456,43456,0,E
5066,43456,43460,4,W
5067,43462,43464,2,N
5068,43466,43468,2,S
5069,43470,43472,2,W
5070,43474,43476,2,E
5071,43484,43484,0,W
5072,43488,43488,0,N
5073,43492,43492,0,E
5074,43495,43496,1,S
5075,43498,43500,2,W
5076,43510,43512,2,E
5077,43512,43516,4,W
5078,43514,43520,6,N
5079,43524,43524,0,S
5080,43526,43528,2,W
5081,43528,43532,4,E
5082,43540,43540,0,N
5083,43540,43544,4,W
5084,43546,43548,2,E
5085,43553,43556,3,S
5086,43554,43560,6,W
5087,43564,43564,0,E
5088,43566,43568,2,N
5089,43568,43572,4,W
5090,43582,43584,2,S
5091,43582,43588,6,E
5092,43582,43592,10,W
5093,43592,43596,4,N
5094,43596,43600,4,W
5095,43600,43604,4,E
5096,43610,43612,2,W
5097,43611,43616,5,S
5098,43618,43620,2,N
5099,43618,43624,6,E
5100,43624,43628,4,W
5101,43636,43636,0,E
5102,43638,43640,2,W
5103,43640,43644,4,S
5104,43644,43648,4,N
5105,43652,43652,0,W
5106,43654,43656,2,E
5107,43666,43668,2,W
5108,43669,43672,3,S
5109,43670,43676,6,N
5110,43672,43680,8,E
5111,43680,43684,4,W
5112,43690,43692,2,E
5113,43694,43696,2,W
5114,43696,43700,4,N
5115,43698,43704,6,S
5116,43708,43708,0,E
5117,43708,43712,4,W
5118,43722,43724,2,N
5119,43722,43728,6,W
5120,43726,43732,6,E
5121,43727,43736,9,S
5122,43736,43740,4,W
5123,43744,43744,0,E
5124,43748,43748,0,N
5125,43750,43752,2,W
5126,43756,43756,0,S
5127,43762,43764,2,E
5128,43764,43768,4,W
5129,43774,43776,2,N
5130,43778,43780,2,W
5131,43780,43784,4,E
5132,43785,43788,3,S
5133,43792,43792,0,W
5134,43798,43800,2,E
5135,43800,43804,4,N
5136,43806,43808,2,W
5137,43814,43816,2,S
5138,43816,43820,4,E
5139,43820,43824,4,W
5140,43826,43828,2,N
5141,43834,43836,2,E
5142,43834,43840,6,W
5143,43843,43844,1,S
5144,43848,43848,0,W
5145,43852,43852,0,N
5146,43852,43856,4,E
5147,43862,43864,2,W
5148,43870,43872,2,E
5149,43872,43876,4,S
5150,43876,43880,4,W
5151,43878,43884,6,N
5152,43888,43888,0,E
5153,43890,43892,2,W
5154,43901,43904,3,S
5155,43904,43908,4,N
5156,43904,43912,8,W
5157,43906,43916,10,E
5158,43918,43920,2,W
5159,43924,43924,0,E
5160,43930,43932,2,S
5161,43930,43936,6,N
5162,43932,43940,8,W
5163,43942,43944,2,E
5164,43946,43948,2,W
5165,43956,43956,0,N
5166,43959,43960,1,S
5167,43960,43964,4,E
5168,43960,43968,8,W
5169,43974,43976,2,W
5170,43978,43980,2,E
5171,43982,43984,2,N
5172,43988,43988,0,S
5173,43988,43992,4,W
5174,43996,43996,0,E
5175,44002,44004,2,W
5176,44008,44008,0,N
5177,44014,44016,2,E
5178,44016,44020,4,W
5179,44017,44024,7,S
5180,44030,44032,2,W
5181,44032,44036,4,E
5182,44034,44040,6,N
5183,44044,44044,0,W
5184,44046,44048,2,S
5185,44050,44052,2,E
5186,44058,44060,2,W
5187,44060,44064,4,N
5188,44068,44068,0,E
5189,44072,44072,0,W
5190,44075,44076,1,S
5191,44086,44088,2,N
5192,44086,44092,6,E
5193,44086,44096,10,W
5194,44100,44100,0,W
5195,44104,44104,0,S
5196,44104,44108,4,E
5197,44112,44112,0,N
5198,44114,44116,2,W
5199,44122,44124,2,E
5200,44128,44128,0,W
5201,44133,44136,3,S
5202,44138,44140,2,N
5203,44140,44144,4,E
5204,44142,44148,6,W
5205,44156,44156,0,W
5206,44158,44160,2,E
5207,44162,44164,2,S
5208,44164,44168,4,N
5209,44170,44172,2,W
5210,44176,44176,0,E
5211,44184,44184,0,W
5212,44190,44192,2,N
5213,44191,44196,5,S
5214,44194,44200,6,E
5215,44198,44204,6,W
5216,44212,44212,0,E
5217,44212,44216,4,W
5218,44216,44220,4,N
5219,44220,44224,4,S
5220,44226,44228,2,W
5221,44230,44232,2,E
5222,44240,44240,0,W
5223,44242,44244,2,N
5224,44248,44248,0,E
5225,44249,44252,3,S
5226,44254,44256,2,W
5227,44266,44268,2,E
5228,44268,44272,4,N
5229,44268,44276,8,W
5230,44278,44280,2,S
5231,44282,44284,2,W
5232,44284,44288,4,E
5233,44294,44296,2,N
5234,44296,44300,4,W
5235,44302,44304,2,E
5236,44307,44308,1,S
5237,44310,44312,2,W
5238,44320,44320,0,N
5239,44320,44324,4,E
5240,44324,44328,4,W
5241,44336,44336,0,S
5242,44338,44340,2,E
5243,44338,44344,6,W
5244,44346,44348,2,N
5245,44352,44352,0,W
5246,44356,44356,0,E
5247,44365,44368,3,S
5248,44366,44372,6,W
5249,44372,44376,4,N
5250,44374,44380,6,E
5251,44380,44384,4,W
5252,44392,44392,0,E
5253,44394,44396,2,S
5254,44394,44400,6,W
5255,44398,44404,6,N
5256,44408,44408,0,W
5257,44410,44412,2,E
5258,44422,44424,2,W
5259,44423,44428,5,S
5260,44424,44432,8,N
5261,44428,44436,8,E
5262,44436,44440,4,W
5263,44446,44448,2,E
5264,44450,44452,2,N
5265,44450,44456,6,W
5266,44452,44460,8,S
5267,44464,44464,0,E
5268,44464,44468,4,W
5269,44476,44476,0,N
5270,44478,44480,2,W
5271,44481,44484,3,S
5272,44482,44488,6,E
5273,44492,44492,0,W
5274,44500,44500,0,E
5275,44502,44504,2,N
5276,44506,44508,2,W
5277,44510,44512,2,S
5278,44518,44520,2,E
5279,44520,44524,4,W
5280,44528,44528,0,N
5281,44534,44536,2,W
5282,44536,44540,4,E
5283,44539,44544,5,S
5284,44548,44548,0,W
5285,44554,44556,2,N
5286,44554,44560,6,E
5287,44562,44564,2,W
5288,44568,44568,0,S
5289,44572,44572,0,E
5290,44576,44576,0,W
5291,44580,44580,0,N
5292,44590,44592,2,E
5293,44590,44596,6,W
5294,44597,44600,3,S
5295,44604,44604,0,W
5296,44606,44608,2,N
5297,44608,44612,4,E
5298,44618,44620,2,W
5299,44626,44628,2,S
5300,44626,44632,6,E
5301,44632,44636,4,N
5302,44632,44640,8,W
5303,44644,44644,0,E
5304,44646,44648,2,W
5305,44655,44656,1,S
5306,44658,44660,2,N
5307,44660,44664,4,W
5308,44662,44668,6,E
5309,44674,44676,2,W
5310,44680,44680,0,E
5311,44684,44684,0,S
5312,44684,44688,4,N
5313,44688,44692,4,W
5314,44698,44700,2,E
5315,44702,44704,2,W
5316,44710,44712,2,N
5317,44713,44716,3,S
5318,44716,44720,4,E
5319,44716,44724,8,W
5320,44730,44732,2,W
5321,44734,44736,2,E
5322,44736,44740,4,N
5323,44742,44744,2,S
5324,44744,44748,4,W
5325,44752,44752,0,E
5326,44758,44760,2,W
5327,44762,44764,2,N
5328,44770,44772,2,E
5329,44771,44776,5,S
5330,44772,44780,8,W
5331,44786,44788,2,W
5332,44788,44792,4,N
5333,44788,44796,8,E
5334,44800,44800,0,S
5335,44800,44804,4,W
5336,44806,44808,2,E
5337,44814,44816,2,N
5338,44814,44820,6,W
5339,44824,44824,0,E
5340,44828,44828,0,W
5341,44829,44832,3,S
5342,44840,44840,0,N
5343,44842,44844,2,E
5344,44842,44848,6,W
5345,44856,44856,0,W
5346,44858,44860,2,S
5347,44860,44864,4,E
5348,44866,44868,2,N
5349,44870,44872,2,W
5350,44878,44880,2,E
5351,44884,44884,0,W
5352,44887,44888,1,S
5353,44892,44892,0,N
5354,44896,44896,0,E
5355,44898,44900,2,W
5356,44912,44912,0,W
5357,44914,44916,2,E
5358,44916,44920,4,S
5359,44918,44924,6,N
5360,44926,44928,2,W
5361,44932,44932,0,E
5362,44940,44940,0,W
5363,44944,44944,0,N
5364,44945,44948,3,S
5365,44950,44952,2,E
5366,44954,44956,2,W
5367,44968,44968,0,E
5368,44968,44972,4,W
5369,44970,44976,6,N
5370,44974,44980,6,S
5371,44982,44984,2,W
5372,44986,44988,2,E
5373,44996,44996,0,N
5374,44996,45000,4,W
5375,45003,45004,1,S
5376,45004,45008,4,E
5377,45010,45012,2,W
5378,45022,45024,2,N
5379,45022,45028,6,E
5380,45024,45032,8,W
5381,45032,45036,4,S
5382,45038,45040,2,W
5383,45040,45044,4,E
5384,45048,45048,0,N
5385,45052,45052,0,W
5386,45058,45060,2,E
5387,45061,45064,3,S
5388,45066,45068,2,W
5389,45074,45076,2,N
5390,45076,45080,4,E
5391,45080,45084,4,W
5392,45090,45092,2,S
5393,45094,45096,2,E
5394,45094,45100,6,W
5395,45100,45104,4,N
5396,45108,45108,0,W
5397,45112,45112,0,E
5398,45119,45120,1,S
5399,45122,45124,2,W
5400,45126,45128,2,N
5401,45130,45132,2,E
5402,45136,45136,0,W
5403,45148,45148,0,S
5404,45148,45152,4,E
5405,45150,45156,6,W
5406,45152,45160,8,N
5407,45164,45164,0,W
5408,45166,45168,2,E
5409,45177,45180,3,S
5410,45178,45184,6,N
5411,45178,45188,10,W
5412,45184,45192,8,E
5413,45192,45196,4,W
5414,45202,45204,2,E
5415,45204,45208,4,N
5416,45206,45212,6,S
5417,45206,45216,10,W
5418,45220,45220,0,E
5419,45220,45224,4,W
5420,45230,45232,2,N
5421,45234,45236,2,W
5422,45235,45240,5,S
5423,45238,45244,6,E
5424,45248,45248,0,W
5425,45256,45256,0,N
5426,45256,45260,4,E
5427,45262,45264,2,W
5428,45264,45268,4,S
5429,45274,45276,2,E
5430,45276,45280,4,W
5431,45282,45284,2,N
5432,45290,45292,2,W
5433,45292,45296,4,E
5434,45293,45300,7,S
5435,45304,45304,0,W
5436,45308,45308,0,N
5437,45310,45312,2,E
5438,45318,45320,2,W
5439,45322,45324,2,S
5440,45328,45328,0,E
5441,45332,45332,0,W
5442,45334,45336,2,N
5443,45346,45348,2,E
5444,45346,45352,6,W
5445,45351,45356,5,S
5446,45360,45360,0,N
5447,45360,45364,4,W
5448,45364,45368,4,E
5449,45374,45376,2,W
5450,45380,45380,0,S
5451,45382,45384,2,E
5452,45386,45388,2,N
5453,45388,45392,4,W
5454,45400,45400,0,E
5455,45402,45404,2,W
5456,45409,45412,3,S
5457,45412,45416,4,N
5458,45416,45420,4,W
5459,45418,45424,6,E
5460,45430,45432,2,W
5461,45436,45436,0,E
5462,45438,45440,2,S
5463,45438,45444,6,N
5464,45444,45448,4,W
5465,45454,45456,2,E
5466,45458,45460,2,W
5467,45464,45464,0,N
5468,45467,45468,1,S
5469,45472,45472,0,E
5470,45472,45476,4,W
5471,45486,45488,2,W
5472,45490,45492,2,N
5473,45490,45496,6,E
5474,45496,45500,4,S
5475,45500,45504,4,W
5476,45508,45508,0,E
5477,45514,45516,2,W
5478,45516,45520,4,N
